Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Banja Luka,PM2.5 - Principal,2022-01-02 01:00 AM,2022,01,02,01,302.9,353,Hazardous,295.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 02:00 AM,2022,01,02,02,271.1,321,Hazardous,239.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 03:00 AM,2022,01,02,03,221.2,271,Very Unhealthy,171.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 04:00 AM,2022,01,02,04,167.7,218,Very Unhealthy,114.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 05:00 AM,2022,01,02,05,126.8,188,Unhealthy,86.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 06:00 AM,2022,01,02,06,94.0,171,Unhealthy,61.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 07:00 AM,2022,01,02,07,74.1,161,Unhealthy,54.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 08:00 AM,2022,01,02,08,68.7,158,Unhealthy,63.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 09:00 AM,2022,01,02,09,73.5,160,Unhealthy,78.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 10:00 AM,2022,01,02,10,61.6,154,Unhealthy,49.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 11:00 AM,2022,01,02,11,71.2,159,Unhealthy,80.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 12:00 PM,2022,01,02,12,60.9,154,Unhealthy,50.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 01:00 PM,2022,01,02,13,50.9,139,Unhealthy for Sensitive Groups,40.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 02:00 PM,2022,01,02,14,35.2,100,Moderate,19.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 03:00 PM,2022,01,02,15,35.0,99,Moderate,34.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 04:00 PM,2022,01,02,16,37.7,106,Unhealthy for Sensitive Groups,40.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 05:00 PM,2022,01,02,17,113.8,181,Unhealthy,189.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 06:00 PM,2022,01,02,18,154.8,205,Very Unhealthy,195.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 07:00 PM,2022,01,02,19,193.7,244,Very Unhealthy,232.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 08:00 PM,2022,01,02,20,205.6,256,Very Unhealthy,217.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 09:00 PM,2022,01,02,21,213.2,263,Very Unhealthy,220.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 10:00 PM,2022,01,02,22,230.4,280,Very Unhealthy,247.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-02 11:00 PM,2022,01,02,23,214.4,264,Very Unhealthy,198.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 12:00 AM,2022,01,03,00,208.2,258,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 01:00 AM,2022,01,03,01,195.1,245,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 02:00 AM,2022,01,03,02,154.5,205,Very Unhealthy,113.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 03:00 AM,2022,01,03,03,117.3,183,Unhealthy,80.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 04:00 AM,2022,01,03,04,100.0,174,Unhealthy,82.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 05:00 AM,2022,01,03,05,71.8,159,Unhealthy,43.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 06:00 AM,2022,01,03,06,67.9,157,Unhealthy,64.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 07:00 AM,2022,01,03,07,69.0,158,Unhealthy,70.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 08:00 AM,2022,01,03,08,77.1,162,Unhealthy,85.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 09:00 AM,2022,01,03,09,113.7,181,Unhealthy,150.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 10:00 AM,2022,01,03,10,109.9,179,Unhealthy,106.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 11:00 AM,2022,01,03,11,112.1,180,Unhealthy,114.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 12:00 PM,2022,01,03,12,90.4,169,Unhealthy,68.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 01:00 PM,2022,01,03,13,75.2,161,Unhealthy,60.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 02:00 PM,2022,01,03,14,50.7,138,Unhealthy for Sensitive Groups,26.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 03:00 PM,2022,01,03,15,34.4,98,Moderate,18.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 04:00 PM,2022,01,03,16,32.9,95,Moderate,31.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 05:00 PM,2022,01,03,17,157.5,208,Very Unhealthy,281.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 06:00 PM,2022,01,03,18,200.7,251,Very Unhealthy,243.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 07:00 PM,2022,01,03,19,262.9,313,Hazardous,325.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 08:00 PM,2022,01,03,20,296.9,347,Hazardous,330.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 09:00 PM,2022,01,03,21,285.4,336,Hazardous,273.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 10:00 PM,2022,01,03,22,316.5,366,Hazardous,347.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-03 11:00 PM,2022,01,03,23,277.1,327,Hazardous,237.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 12:00 AM,2022,01,04,00,325.9,376,Hazardous,374.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 01:00 AM,2022,01,04,01,323.9,374,Hazardous,321.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 02:00 AM,2022,01,04,02,266.6,317,Hazardous,209.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 03:00 AM,2022,01,04,03,197.0,247,Very Unhealthy,127.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 04:00 AM,2022,01,04,04,152.8,203,Very Unhealthy,108.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 05:00 AM,2022,01,04,05,131.2,190,Unhealthy,109.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 06:00 AM,2022,01,04,06,115.1,182,Unhealthy,99.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 07:00 AM,2022,01,04,07,110.6,179,Unhealthy,106.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 08:00 AM,2022,01,04,08,112.3,180,Unhealthy,114.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 09:00 AM,2022,01,04,09,123.1,186,Unhealthy,133.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 10:00 AM,2022,01,04,10,121.2,185,Unhealthy,119.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 11:00 AM,2022,01,04,11,65.1,156,Unhealthy,9.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 12:00 PM,2022,01,04,12,36.7,104,Unhealthy for Sensitive Groups,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 01:00 PM,2022,01,04,13,21.3,70,Moderate,5.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 02:00 PM,2022,01,04,14,13.3,54,Moderate,5.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 03:00 PM,2022,01,04,15,9.5,40,Good,5.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 04:00 PM,2022,01,04,16,8.2,34,Good,7.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 05:00 PM,2022,01,04,17,9.7,40,Good,11.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 06:00 PM,2022,01,04,18,12.3,51,Moderate,15.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 07:00 PM,2022,01,04,19,11.4,48,Good,10.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 08:00 PM,2022,01,04,20,11.6,48,Good,11.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 09:00 PM,2022,01,04,21,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 10:00 PM,2022,01,04,22,12.1,51,Moderate,13.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-04 11:00 PM,2022,01,04,23,12.2,51,Moderate,12.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 12:00 AM,2022,01,05,00,21.1,70,Moderate,29.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 01:00 AM,2022,01,05,01,29.3,87,Moderate,37.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 02:00 AM,2022,01,05,02,36.2,103,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 03:00 AM,2022,01,05,03,33.7,96,Moderate,31.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 04:00 AM,2022,01,05,04,29.1,87,Moderate,24.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 05:00 AM,2022,01,05,05,18.0,63,Moderate,6.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 06:00 AM,2022,01,05,06,11.7,49,Good,5.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 07:00 AM,2022,01,05,07,8.7,36,Good,5.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 08:00 AM,2022,01,05,08,7.5,31,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 09:00 AM,2022,01,05,09,6.8,28,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 10:00 AM,2022,01,05,10,6.9,29,Good,6.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 11:00 AM,2022,01,05,11,6.5,27,Good,6.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 12:00 PM,2022,01,05,12,6.5,27,Good,6.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 01:00 PM,2022,01,05,13,6.1,25,Good,5.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 02:00 PM,2022,01,05,14,5.8,24,Good,5.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 03:00 PM,2022,01,05,15,6.0,25,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 04:00 PM,2022,01,05,16,6.3,26,Good,7.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 05:00 PM,2022,01,05,17,6.7,28,Good,7.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 06:00 PM,2022,01,05,18,9.9,41,Good,12.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 07:00 PM,2022,01,05,19,12.1,51,Moderate,14.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 08:00 PM,2022,01,05,20,10.0,42,Good,7.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 09:00 PM,2022,01,05,21,10.2,43,Good,10.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 10:00 PM,2022,01,05,22,7.3,30,Good,4.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-05 11:00 PM,2022,01,05,23,5.2,22,Good,3.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 12:00 AM,2022,01,06,00,3.9,16,Good,2.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 01:00 AM,2022,01,06,01,3.3,14,Good,2.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 02:00 AM,2022,01,06,02,3.2,13,Good,3.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 03:00 AM,2022,01,06,03,4.4,18,Good,5.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 04:00 AM,2022,01,06,04,4.5,19,Good,4.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 05:00 AM,2022,01,06,05,6.4,27,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 06:00 AM,2022,01,06,06,9.0,38,Good,11.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 07:00 AM,2022,01,06,07,20.5,69,Moderate,32.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 08:00 AM,2022,01,06,08,30.3,89,Moderate,40.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 09:00 AM,2022,01,06,09,31.0,91,Moderate,31.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 10:00 AM,2022,01,06,10,41.7,116,Unhealthy for Sensitive Groups,52.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 11:00 AM,2022,01,06,11,51.4,140,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 12:00 PM,2022,01,06,12,82.0,165,Unhealthy,112.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 01:00 PM,2022,01,06,13,144.5,197,Unhealthy,207.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 02:00 PM,2022,01,06,14,201.8,252,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 03:00 PM,2022,01,06,15,182.6,233,Very Unhealthy,163.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 04:00 PM,2022,01,06,16,184.0,234,Very Unhealthy,185.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 05:00 PM,2022,01,06,17,200.5,251,Very Unhealthy,217.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 06:00 PM,2022,01,06,18,212.9,263,Very Unhealthy,225.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 07:00 PM,2022,01,06,19,177.9,228,Very Unhealthy,142.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 08:00 PM,2022,01,06,20,144.1,197,Unhealthy,110.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 09:00 PM,2022,01,06,21,115.8,182,Unhealthy,87.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 10:00 PM,2022,01,06,22,144.8,197,Unhealthy,173.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-06 11:00 PM,2022,01,06,23,166.9,217,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 12:00 AM,2022,01,07,00,135.5,192,Unhealthy,104.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 01:00 AM,2022,01,07,01,89.1,168,Unhealthy,42.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 02:00 AM,2022,01,07,02,60.2,153,Unhealthy,31.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 03:00 AM,2022,01,07,03,45.9,127,Unhealthy for Sensitive Groups,31.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 04:00 AM,2022,01,07,04,43.8,121,Unhealthy for Sensitive Groups,41.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 05:00 AM,2022,01,07,05,37.1,105,Unhealthy for Sensitive Groups,30.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 06:00 AM,2022,01,07,06,36.7,104,Unhealthy for Sensitive Groups,36.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 07:00 AM,2022,01,07,07,36.4,103,Unhealthy for Sensitive Groups,36.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 08:00 AM,2022,01,07,08,40.4,113,Unhealthy for Sensitive Groups,44.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 09:00 AM,2022,01,07,09,51.5,140,Unhealthy for Sensitive Groups,62.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 10:00 AM,2022,01,07,10,69.7,158,Unhealthy,87.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 11:00 AM,2022,01,07,11,83.3,165,Unhealthy,97.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 12:00 PM,2022,01,07,12,74.1,161,Unhealthy,64.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 01:00 PM,2022,01,07,13,51.5,140,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 02:00 PM,2022,01,07,14,35.8,102,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 03:00 PM,2022,01,07,15,23.8,76,Moderate,11.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 04:00 PM,2022,01,07,16,18.4,64,Moderate,13.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 05:00 PM,2022,01,07,17,16.5,60,Moderate,14.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 06:00 PM,2022,01,07,18,27.6,84,Moderate,38.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 07:00 PM,2022,01,07,19,53.1,144,Unhealthy for Sensitive Groups,78.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 08:00 PM,2022,01,07,20,46.1,127,Unhealthy for Sensitive Groups,39.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 09:00 PM,2022,01,07,21,49.8,136,Unhealthy for Sensitive Groups,53.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 10:00 PM,2022,01,07,22,42.8,119,Unhealthy for Sensitive Groups,35.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-07 11:00 PM,2022,01,07,23,36.3,103,Unhealthy for Sensitive Groups,29.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 12:00 AM,2022,01,08,00,34.9,99,Moderate,33.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 01:00 AM,2022,01,08,01,33.0,95,Moderate,31.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 02:00 AM,2022,01,08,02,30.0,89,Moderate,27.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 03:00 AM,2022,01,08,03,29.2,87,Moderate,28.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 04:00 AM,2022,01,08,04,28.8,86,Moderate,28.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 05:00 AM,2022,01,08,05,26.2,81,Moderate,23.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 06:00 AM,2022,01,08,06,23.7,75,Moderate,21.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 07:00 AM,2022,01,08,07,23.1,74,Moderate,22.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 08:00 AM,2022,01,08,08,25.9,80,Moderate,28.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 09:00 AM,2022,01,08,09,27.0,82,Moderate,28.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 10:00 AM,2022,01,08,10,30.5,90,Moderate,35.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 11:00 AM,2022,01,08,11,31.6,92,Moderate,33.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 12:00 PM,2022,01,08,12,33.1,95,Moderate,35.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 01:00 PM,2022,01,08,13,32.9,95,Moderate,32.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 02:00 PM,2022,01,08,14,33.2,95,Moderate,33.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 03:00 PM,2022,01,08,15,33.0,95,Moderate,32.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 04:00 PM,2022,01,08,16,34.6,98,Moderate,36.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 05:00 PM,2022,01,08,17,35.4,100,Moderate,36.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2022-01-08 06:00 PM,2022,01,08,18,38.7,109,Unhealthy for Sensitive Groups,42.3,UG/M3,1 Hr,Valid
